Color,Smell,Taste,Texture,pH_Level,Moisture_Content,Nutrient_Content,Temperature,QualityResult
165,Good,Poor,Moderate,5.21938951726996,66.849849654997,11.074654785870708,35.11535593855214,Poor
25,Good,Poor,Poor,8.91797285650904,75.17486725154082,10.072819276938027,34.50090932943446,Poor
77,Good,Moderate,Good,8.593483090288974,84.48940895563078,79.85846685808933,8.917949250343419,Moderate
72,Good,Good,Good,6.567552233339556,2.520929169511532,98.08444925241706,-7.6472943770726705,Good
9,Poor,Moderate,Moderate,6.352981640304165,79.09198747226512,60.95455128047953,49.54299988696276,Poor
148,Moderate,Moderate,Good,3.31152465120001,35.00007536882378,98.23261186666782,31.63909808859343,Moderate
115,Good,Poor,Moderate,3.523454690284389,70.47721890146464,30.23227944235034,28.59842348360543,Poor
208,Moderate,Poor,Poor,7.989513841985417,18.1700839438397,71.09365986041315,31.14854151772684,Poor
243,Good,Moderate,Good,6.883231508020543,24.577654588753816,76.51672299088577,17.751707012783605,Poor
197,Good,Poor,Poor,6.180779583696732,28.71763203728348,1.2862009092530546,45.044919738747225,Poor
254,Moderate,Moderate,Poor,4.1203525990235095,86.34098702222781,57.75628117948655,5.375707051732055,Poor
79,Moderate,Poor,Poor,7.800251397825571,30.44234465116916,25.445160275512368,26.239211945941314,Poor
175,Poor,Poor,Good,4.260345276032636,56.508981308283644,31.36868463075443,43.20116440565261,Poor
192,Poor,Poor,Good,7.630296054760975,28.984028860297386,90.52719298628318,32.5400409518395,Poor
82,Poor,Good,Good,6.433843929300728,59.93889419591258,38.04792518729182,42.69746047445204,Poor
99,Poor,Good,Poor,3.43543945576189,47.136519627181904,51.99952386652368,20.40123464445316,Poor
216,Moderate,Poor,Good,6.141456230063419,30.720145543622223,51.218766961926086,28.851822782306627,Poor
177,Moderate,Moderate,Poor,8.499083405318359,28.314704565863202,1.8740386343095938,39.10247662725324,Poor
243,Good,Moderate,Good,6.400322370979962,31.4585506487563,52.37406350430144,48.05627087851727,Poor
29,Moderate,Good,Moderate,7.452224156973268,76.34840245251098,58.1292693171331,27.15844221721104,Moderate
147,Good,Good,Good,7.836589324702695,76.36021366430143,0.04767052327536714,0.18383968380080873,Good
147,Poor,Good,Moderate,3.242262230890273,17.54475731904953,99.60779339932469,33.07716722440858,Poor
142,Good,Good,Moderate,7.874869080499524,82.7695133118887,66.31111163567813,37.379783773873065,Moderate
167,Poor,Poor,Good,8.730079727093932,88.1598386686712,2.6278284814849395,21.332740292247404,Poor
32,Good,Poor,Good,4.819319958468949,54.60766788499516,57.39987195544936,13.649984586133503,Poor
193,Poor,Moderate,Moderate,7.441145859337527,31.983430934039824,89.51573970104455,-9.122638363777622,Poor
9,Moderate,Good,Good,4.398126455097443,91.78899786919773,14.576496507187752,26.864893793466393,Moderate
185,Poor,Moderate,Moderate,8.748789476841914,59.40957086184168,84.7374170916281,2.670066192997959,Poor
127,Poor,Poor,Poor,4.484362582381721,99.19709317513062,45.02991639412013,18.847275493617673,Poor
32,Good,Poor,Poor,8.74200774434012,52.340055212205684,95.7395836308562,22.44847921358634,Poor
31,Moderate,Moderate,Poor,5.547868556758283,79.48373159371823,77.76753982957082,46.677774255407925,Poor
202,Good,Poor,Moderate,3.821772983826401,72.61876987935331,14.1550986321467,6.35811826082513,Poor
244,Moderate,Good,Good,7.527586896755667,20.439516922779532,19.135483239796137,9.78169477223485,Poor
151,Moderate,Moderate,Good,8.843784906438671,93.09068986653908,24.110361026070205,3.349447487867982,Moderate
163,Poor,Good,Poor,4.267660151563325,29.44722114394106,90.68194909638655,2.656069307473551,Poor
254,Poor,Good,Poor,8.13396840998816,67.52854082026836,31.80077090548169,20.484248742828456,Poor
203,Poor,Good,Moderate,5.382275134700622,26.36290647951607,34.81350818526303,36.78269377335757,Poor
114,Good,Moderate,Poor,6.408629792239104,8.192522873731424,1.1556343414543147,3.802035669083505,Poor
183,Good,Good,Good,6.507363941797565,89.04203491537073,27.992848635775257,42.69550400229781,Moderate
28,Moderate,Poor,Poor,8.600967914157444,29.843798262149623,92.72975186689129,41.02968103198153,Poor
34,Good,Good,Moderate,5.030859795776725,10.834363184472984,59.96604215477832,-4.589949097151067,Moderate
128,Poor,Poor,Moderate,5.700587496139794,89.17798144525041,25.98268030764941,8.860196563284582,Poor
128,Good,Good,Good,8.602147532265683,20.074190571492156,58.56374404685055,2.885003182300263,Good
164,Good,Good,Poor,4.011177786872274,4.736337034469306,75.41338958744295,13.186958886908208,Poor
53,Moderate,Poor,Moderate,4.273881772810368,0.08582978764131166,51.92424990509627,-3.0156568687293657,Poor
133,Poor,Good,Poor,5.835463309193597,7.788074227051023,77.05923989457071,34.27092916993909,Poor
38,Good,Moderate,Good,8.144947701754756,10.429743698087668,85.38903284770724,-6.086487921429158,Moderate
232,Good,Good,Good,3.329353978226739,18.977233875913292,98.71674525781137,16.978381914458186,Poor
244,Moderate,Good,Poor,4.135202004134109,4.567321873652197,85.82531217469466,24.164929780023165,Poor
17,Moderate,Moderate,Poor,3.7352153923681723,10.92014740223769,18.306198594311073,40.14910652863346,Poor
79,Moderate,Good,Moderate,8.592616893467707,14.461257970068765,63.163458834597385,10.759303912141817,Moderate
132,Poor,Moderate,Good,5.893895726500332,50.07334019472701,6.572977072077757,43.710036016708884,Poor
105,Moderate,Good,Good,6.394413785423191,38.85996918595747,80.47046335472483,46.693479053057956,Moderate
42,Good,Poor,Moderate,8.758201302064244,98.8433740078503,97.20200840678271,35.0716947291786,Poor
186,Good,Moderate,Good,7.737431848414488,37.9993732426106,34.07827820757182,0.46436183377168483,Moderate
31,Poor,Poor,Moderate,3.632666951840287,90.02770920035184,57.8429695013843,29.428101577058577,Poor
120,Moderate,Poor,Moderate,5.068069547403132,64.1388226836289,3.5112392072849885,-0.7469331751713426,Poor
1,Poor,Moderate,Good,4.129074291903797,63.86264704427349,86.25681339500417,-9.603952368692752,Poor
65,Poor,Good,Moderate,3.164858360346777,16.19427139998314,97.24189743650594,7.698158325748523,Poor
231,Poor,Poor,Moderate,5.641011223330714,59.885458911781676,9.917111400090317,0.9578243006354157,Poor
169,Poor,Good,Moderate,8.612969783231009,32.769576033569884,85.36189890734195,28.395225575819765,Poor
57,Moderate,Poor,Good,5.522932549868976,50.84283399177072,71.58724235094304,39.15571306825152,Poor
35,Poor,Poor,Poor,6.953705525725832,47.89616544423323,7.091786809799217,5.95046199582346,Poor
102,Poor,Poor,Moderate,4.404165895160372,92.18633518625967,48.13038991738351,47.510566690751546,Poor
119,Poor,Moderate,Poor,4.994698662580417,26.306220344306396,75.14038848842041,-2.685450643979972,Poor
11,Good,Moderate,Good,5.152965545937122,33.76003117704761,50.74578782230221,4.772704324306416,Moderate
174,Moderate,Good,Poor,6.041155806463188,19.95727155031274,81.71981664018506,1.1793769405269732,Poor
82,Poor,Good,Good,8.24424894808142,53.342200552308185,62.96801710975475,-3.628558392030623,Poor
91,Good,Poor,Good,3.1975285691061526,21.251270857751535,4.574112214714443,3.2053663125488523,Poor
128,Moderate,Good,Good,6.828461927794098,82.50206550101909,79.89617800366224,34.76471924657444,Moderate
142,Poor,Poor,Poor,5.528936183720371,79.05877057650676,43.679429562705444,49.36663143491238,Poor
99,Moderate,Poor,Moderate,3.01269615354003,55.830764664940155,71.30945207844758,5.251948515501814,Poor
53,Moderate,Moderate,Moderate,3.407621636701744,56.627647394524146,25.176808488124536,44.92279919338219,Moderate
140,Moderate,Moderate,Poor,5.432602036378196,86.63981746028107,45.78148537765942,32.20718279940561,Poor
121,Poor,Poor,Moderate,3.9471436704568923,8.276391446343002,76.25274269812503,7.858593786552685,Poor
170,Poor,Poor,Moderate,4.614610406476626,69.23032663657011,96.28547659171727,26.771486763781056,Poor
84,Moderate,Moderate,Poor,5.4723690473126485,84.91791471709999,65.17967097939028,-1.2441502505450437,Poor
203,Good,Good,Good,8.94604641954776,59.5436794842346,25.964771077226136,37.19055525984382,Poor
68,Moderate,Moderate,Good,6.565220096870837,16.53149756179061,88.57959608317412,-5.570393096487449,Moderate
6,Poor,Good,Good,3.148645379021226,0.7598347824657625,27.70711824417189,42.36848064217431,Poor
196,Poor,Moderate,Moderate,8.613817431003499,12.001307223584146,37.360693927726054,31.754795864357625,Poor
47,Poor,Poor,Poor,7.439790301215462,5.059310940442218,64.12046184565261,34.29707263179766,Poor
127,Poor,Poor,Moderate,6.045218571017763,9.371325597170221,59.46582080428606,25.877165795084622,Poor
244,Moderate,Moderate,Moderate,6.775257366148929,24.34173066248292,77.64665178177603,39.92465203041434,Poor
131,Good,Good,Good,6.97395888711256,49.14058381747645,46.94574676413554,33.26312883980719,Good
204,Moderate,Poor,Moderate,4.3741557865773775,59.897664441279574,78.63367811572795,15.362546207681849,Poor
100,Poor,Moderate,Good,4.885897933359047,30.69263296429041,61.35582675674285,43.803217976596095,Poor
180,Moderate,Moderate,Poor,6.9589543032707475,34.994562620582805,25.18253567365153,10.759222450395704,Poor
232,Good,Good,Moderate,6.220292907954852,29.72492755402596,30.925937800557946,28.46341517198774,Poor
78,Good,Moderate,Moderate,6.648417041327447,46.67770622975439,26.70567297975387,13.88248669044965,Moderate
143,Moderate,Good,Good,8.86993814600032,7.4167843146212835,68.91252228105277,26.399398999625,Moderate
148,Good,Moderate,Poor,5.929358539154456,2.1721865764252946,31.95981049014749,6.259342667935449,Poor
227,Moderate,Poor,Good,4.021086342659153,66.19678468051167,5.722254649668157,36.536343905538615,Poor
186,Moderate,Good,Good,3.9359426330628002,89.72903474385248,2.7426110328946485,-1.0996577993487726,Moderate
23,Good,Good,Poor,3.1520297287734143,55.17596597701666,91.81799368672297,42.44667305332442,Poor
207,Poor,Moderate,Moderate,3.7071200334821532,35.13168971531775,1.2157964896969742,10.034686324197512,Poor
141,Moderate,Poor,Poor,7.656386219735519,25.54923588804534,14.384348784982294,25.13634844092921,Poor
117,Good,Moderate,Moderate,3.8684819773667467,77.01788450472912,33.83921756785415,34.82881102851784,Moderate
85,Moderate,Moderate,Good,4.423369111570189,51.868725672411806,93.51860668511918,43.934456409050775,Moderate
48,Good,Moderate,Poor,5.674774401942852,59.65006857854648,27.362778560656885,-0.3479488739659313,Poor
49,Good,Poor,Poor,6.573221066814381,76.29712117306522,54.82704549169939,43.28917705312251,Poor
69,Moderate,Good,Good,5.03165473612056,52.9752238707771,51.140778524365295,12.357372634151204,Moderate
169,Moderate,Poor,Moderate,4.025211654608791,56.63076827706555,13.718887172866456,0.16005985157293878,Poor
163,Moderate,Poor,Poor,8.112823718923865,60.25952909443845,22.109414062100264,-4.273442200603652,Poor
192,Poor,Moderate,Poor,6.549508885967104,17.29197146100526,33.51953488955648,-9.443595059593488,Poor
95,Poor,Poor,Moderate,3.6478640861819267,31.703488830807014,20.01824293509604,22.947722883126048,Poor
197,Moderate,Good,Poor,4.965444893279466,76.12544791540489,52.59921087626902,9.902546898935803,Poor
94,Good,Good,Moderate,3.917232666469739,25.40034202357382,6.112554675699167,0.9369804309675605,Moderate
0,Moderate,Poor,Good,8.486681668327396,14.72903917274595,94.69537785476363,41.40763048572542,Poor
113,Good,Poor,Good,3.3444423949929436,52.71974962656329,71.59850016113047,0.4836243829130904,Poor
178,Good,Moderate,Poor,8.115058755110878,55.39803074637747,35.55326732353235,23.321329619895373,Poor
36,Moderate,Moderate,Good,8.45636714111742,73.71715154880454,27.89099353527076,18.486025693617147,Moderate
162,Moderate,Poor,Moderate,7.3286597268917255,23.043624298176436,73.26725311882375,0.2956677581226348,Poor
48,Moderate,Poor,Good,5.287860590374977,5.153328230152898,65.09623748450318,40.16775135560491,Poor
93,Moderate,Moderate,Poor,3.115246996400347,93.06982192569342,1.732632936728551,38.57916383728084,Poor
131,Poor,Moderate,Poor,8.194446436521918,18.399521288206056,56.81804398290667,34.95041590551103,Poor
98,Moderate,Poor,Poor,8.686232105299425,67.86081691104722,27.79035288904501,14.42922716265717,Poor
42,Moderate,Moderate,Good,6.36447497090465,83.78942064289173,48.92738724800384,27.749582866980276,Moderate
205,Good,Good,Moderate,3.2374612224214396,82.45949184520262,69.3150673322857,4.062131247766258,Poor
112,Poor,Moderate,Poor,3.3611266115671907,85.49874733678116,71.08364946728308,14.60838798170024,Poor
231,Good,Poor,Good,4.847468559315256,92.26250542428485,37.79804836736139,36.67450945887103,Poor
149,Good,Poor,Moderate,8.49076951899373,79.83052000772759,22.71833123001965,9.25905282672823,Poor
201,Good,Good,Moderate,4.8373618699676175,13.061842508712207,87.66042576739098,19.346956655591676,Poor
127,Moderate,Poor,Poor,5.983435163313154,96.87034068008357,86.66306300887211,40.032102422719674,Poor
0,Poor,Good,Poor,8.415468009020707,30.00677651282465,18.65717358887916,19.347776006267882,Poor
138,Good,Poor,Moderate,5.6889901256291555,10.481301116102726,10.033276879388398,48.54357953210014,Poor
114,Good,Moderate,Good,5.543391716468834,25.588391385003696,54.197926782228976,49.87393983641095,Moderate
43,Poor,Good,Good,5.409864033046619,58.86301528396848,9.18428482593676,39.304226316081696,Poor
186,Good,Poor,Moderate,7.180881308030706,43.38865386212159,60.81819898022186,18.971624472851243,Poor
127,Moderate,Good,Good,7.4498949256806055,25.974299969618787,12.45496852781317,34.43024248940381,Moderate
23,Good,Good,Moderate,6.109323586348197,8.250519447328585,11.323129894804895,7.782123801393702,Moderate
187,Moderate,Moderate,Good,7.108988818642624,42.34499247406001,82.58225908648784,24.25899480983079,Moderate
130,Poor,Poor,Moderate,5.910962095887505,91.81458527188411,42.402078901250604,39.07548355959247,Poor
121,Moderate,Poor,Poor,4.213396468530878,38.96862487828028,2.339281257145742,31.488570444597364,Poor
98,Poor,Moderate,Poor,4.237080942601632,20.882631667546892,3.5320443384367683,28.872991621061715,Poor
62,Poor,Good,Good,5.378059574824006,20.891087303454036,39.200430093963114,36.158744249338554,Poor
163,Moderate,Moderate,Good,4.736776800096205,88.6523278097658,56.18706530940075,35.282861979756404,Moderate
222,Good,Moderate,Poor,5.000413898200039,6.582781458383402,20.153674848821556,5.901610890515148,Poor
123,Good,Poor,Poor,6.9567775642422705,85.5316516417864,56.43531389347105,21.705056291578824,Poor
195,Good,Moderate,Moderate,5.0803818466647055,46.30091388087975,99.32993103015042,10.284858432681084,Moderate
82,Good,Poor,Poor,6.452618191372945,48.13824389135366,43.06052730683334,17.36832627217959,Poor
174,Good,Good,Poor,5.371792149849278,66.52811905481461,97.53921745103659,35.901731055099596,Poor
227,Moderate,Poor,Good,5.234553794972978,37.1861868271908,53.535416303823546,2.730738013540357,Poor
148,Poor,Moderate,Good,4.904620264391854,26.808773985239466,95.04977057634432,14.502625102922483,Poor
209,Good,Good,Good,5.663150987888018,97.12056831196804,76.33387470642178,14.929071936108254,Poor
50,Poor,Moderate,Moderate,6.497842623373852,88.04225910849357,90.49685383321892,27.792373686931846,Poor
155,Good,Poor,Moderate,3.810616407894836,13.062941772871984,34.04928675202849,-1.0219066266374544,Poor
14,Good,Good,Good,4.594669958281961,63.059972198933735,11.815417768050395,36.260360924885724,Good
41,Good,Moderate,Poor,6.235500783619789,39.25944002528091,34.51880047533958,6.816750260394645,Poor
58,Moderate,Moderate,Good,8.832738784440707,65.53634742417151,93.16255343523054,43.335160778858544,Moderate
193,Poor,Poor,Good,5.640418525477939,77.37161126309275,53.130711601738035,17.329154461816977,Poor
36,Moderate,Moderate,Good,5.79033199967488,65.75638268907173,16.455081990604192,8.977399726838044,Moderate
10,Poor,Moderate,Good,5.406666573371647,19.42917953479477,32.97868721554714,27.070817429956314,Poor
86,Good,Good,Moderate,6.947813784103126,92.91906382830807,42.6490163742485,-2.677418552265034,Moderate
43,Good,Good,Good,7.468470573452831,60.73912013114741,55.027323574780084,42.66951480699875,Good
104,Good,Poor,Good,6.420930078911107,39.57163758372795,88.32847180737609,-6.409084765771931,Poor
11,Moderate,Poor,Moderate,4.984065190185552,72.53418823513837,44.81959784400643,13.882325895605863,Poor
2,Poor,Poor,Moderate,4.672322141424943,86.19323568056775,74.76252261245466,34.43165271638178,Poor
51,Poor,Poor,Moderate,6.6551153607086535,93.20562647806902,62.69414824174571,41.67564123214741,Poor
80,Poor,Good,Moderate,3.144068781178178,21.881867507843378,11.67203812984875,30.928184897062557,Poor
32,Moderate,Poor,Poor,6.750145279163444,59.05996275883292,99.3271997741936,-4.3442172590900086,Poor
182,Poor,Good,Poor,5.750657461519848,20.93821587012935,93.94625686698097,3.2186901695518664,Poor
128,Poor,Poor,Moderate,6.760657472841309,87.74359425216922,1.1227615396240953,40.976932159409166,Poor
38,Moderate,Poor,Moderate,6.523483516122097,42.176884893943665,75.612236173516,26.829955537519098,Poor
19,Moderate,Poor,Good,5.759713705786712,39.68050112345558,23.250095191133013,-3.414653048158522,Poor
174,Poor,Good,Good,6.196721602107294,14.588804833807423,19.870470380643546,-6.1130523323940995,Poor
42,Poor,Moderate,Good,8.616997497842412,78.86268542621741,59.57948141802246,34.53126515288772,Poor
115,Moderate,Poor,Good,4.718229667280311,83.43910873503653,71.33573672913641,9.54971733175704,Poor
184,Moderate,Poor,Good,5.685760885716073,68.93247470492753,58.100884418593346,21.729148293342902,Poor
188,Moderate,Good,Moderate,5.690038204283007,87.15763449520365,18.43344404970192,13.950947304543767,Moderate
232,Moderate,Moderate,Moderate,7.049083480750457,28.410647752081776,32.73318809261141,2.2608475454687422,Poor
77,Moderate,Poor,Poor,7.034682090350084,42.327497530901645,90.63303158186665,12.871246424394784,Poor
30,Moderate,Moderate,Poor,3.2538267380671884,70.07239620643114,28.20915773996765,43.275020199171564,Poor
24,Good,Poor,Moderate,4.019567069515137,17.149053106981615,15.799580599296359,30.44832345193464,Poor
125,Poor,Poor,Poor,5.399979954308347,98.66639277144607,68.47641871247994,27.78789391419211,Poor
2,Poor,Good,Good,3.4955495778964254,84.07795608126983,52.614532959497964,20.989195142841904,Poor
3,Poor,Moderate,Good,4.293141373927349,2.1568127187900576,9.643083194438706,-4.916677589108942,Poor
94,Moderate,Poor,Moderate,7.423115126499753,88.21148572799217,89.65192532793291,34.628164140346584,Poor
226,Good,Good,Poor,4.542991900114593,4.8427203584003315,19.435651471370907,26.252679646298688,Poor
107,Poor,Good,Poor,6.247998985679383,47.78941543310158,82.51380396893674,18.358298834404238,Poor
13,Good,Poor,Moderate,6.124174380952984,25.232111291667557,23.248294421450776,-6.345718033583747,Poor
112,Good,Good,Moderate,4.950562400163243,65.26982626436954,42.5329173603872,47.13860598066228,Moderate
40,Moderate,Good,Poor,8.762785491207438,26.03251073408105,33.978752354158104,-4.8502373890119355,Poor
72,Poor,Poor,Good,3.558985588210187,22.88304204554751,37.97500822869745,44.79717901664134,Poor
19,Good,Good,Moderate,5.24429320435509,88.04539364964207,28.274690551359416,26.513859640967624,Moderate
95,Moderate,Poor,Moderate,6.41683164267304,13.032588788917021,78.19036972308791,37.45214549379884,Poor
72,Poor,Poor,Poor,3.9906098257219913,15.093778705148441,63.77414624800899,0.23347287710591047,Poor
154,Moderate,Good,Poor,8.720225711887503,49.42991918443015,88.60689895088825,6.385518910038339,Poor
194,Good,Poor,Good,4.641732016217826,61.644018450518566,31.42841038711812,31.114016730759516,Poor
248,Poor,Poor,Good,6.239753645352829,85.07005989015663,88.91309164985607,35.196786737410314,Poor
180,Poor,Good,Poor,7.148742884080302,40.01328585392088,78.32751482526773,45.213888077491326,Poor
67,Poor,Poor,Moderate,7.109638932647931,24.305172841100298,29.264530683924594,18.43783670052503,Poor
236,Poor,Good,Good,3.826473350673031,61.395419223768144,54.50400381854803,14.674431328830714,Poor
61,Poor,Good,Moderate,7.464408437615755,41.65547287736335,19.829737474292163,3.985413493046801,Poor
14,Moderate,Moderate,Poor,4.218723038518436,96.27245950840197,6.86639134349466,38.881892319464065,Poor
96,Poor,Good,Good,7.718049948544357,73.92860551157693,26.849956082501038,36.32336041986535,Poor
4,Moderate,Poor,Moderate,4.132760573972376,33.629772107006914,27.408036464231266,39.4068062514775,Poor
195,Poor,Poor,Good,5.397649291587823,21.601127922517392,79.95068009040868,29.495364917203062,Poor
237,Good,Moderate,Poor,5.08122446008798,40.71104271329234,93.34297417187517,21.470447908831268,Poor
139,Moderate,Good,Moderate,6.957168558505883,33.91177582269091,80.66433214161567,44.096732984836834,Moderate
252,Good,Poor,Moderate,4.073249543114909,15.664339457834364,96.69379559693061,10.643111626086139,Poor
86,Moderate,Moderate,Good,5.616610375888451,6.79165882139352,41.20089545669779,14.851889519854108,Moderate
205,Poor,Poor,Moderate,8.90793390414471,33.980467962911916,68.42376491728494,14.554595215888725,Poor
121,Poor,Poor,Moderate,8.088457941397243,8.894182167271758,98.22779876616515,-4.6536645731005795,Poor
109,Moderate,Poor,Moderate,5.870117246517633,24.224813874713313,81.92307438783189,6.234752590716184,Poor
75,Poor,Poor,Poor,4.431812583558981,76.72546244122755,5.628088786221164,-5.796082385804969,Poor
184,Moderate,Poor,Good,7.646167038118065,8.697704287300144,32.507735050079724,37.948604561526864,Poor
16,Moderate,Moderate,Poor,8.814238829050076,23.058563919433727,70.91541998159774,-2.45231571221054,Poor
152,Poor,Moderate,Moderate,5.31143439816654,6.206927867565637,41.01344071990124,46.2776710886055,Poor
157,Poor,Poor,Poor,4.872351758904727,80.60174905702749,81.20305156822606,9.554766474420479,Poor
149,Poor,Poor,Good,4.083894534166628,63.09912789624834,6.130341001758688,45.53714061096196,Poor
110,Moderate,Poor,Moderate,7.350323178295775,98.41015120657792,85.02667428715503,18.62175686359081,Poor
25,Good,Good,Poor,6.4680233013412805,59.87405929392974,58.1234313052949,-9.725597342234273,Poor
208,Moderate,Good,Moderate,8.022548738285455,32.74928244100721,41.04192146519192,3.8984632091716414,Poor
188,Moderate,Good,Moderate,4.568225323161678,8.797493558372816,45.858151830350415,1.26000177567348,Moderate
121,Poor,Moderate,Moderate,3.845671628724511,89.83639451664709,90.86896646081667,10.607664420544925,Poor
118,Poor,Good,Good,3.793934600992448,47.58410098367277,19.741211160359452,28.209131649747498,Poor
117,Poor,Poor,Good,3.9853593557482494,16.920880834808294,20.299595615734866,-1.2973954234929952,Poor
189,Good,Poor,Poor,6.901580029509386,21.089724793090202,93.20694801487113,26.692466323842154,Poor
83,Good,Moderate,Moderate,4.07043591270933,90.64323202028608,89.74462913504058,42.006531602921264,Moderate
161,Moderate,Poor,Good,8.861519831011563,52.72355285691265,46.285381528418704,17.911320582950548,Poor
104,Moderate,Poor,Poor,6.913056213360488,56.723113976251085,39.60778800188706,36.77272497057721,Poor
160,Moderate,Poor,Poor,3.24513428886907,75.77028387927614,78.21149560177982,25.60780541371541,Poor
228,Good,Poor,Good,8.16900231720643,25.54952966938838,44.44512589149726,44.01201991962416,Poor
251,Good,Good,Moderate,6.052599505293139,30.74649626705549,19.718042262571377,9.063102128129998,Poor
251,Moderate,Good,Poor,5.497452490452922,26.193849387569646,88.69078189747978,-3.7247428062791377,Poor
121,Moderate,Poor,Poor,7.285065765911287,29.007472589169325,49.23674377105344,28.90169183943445,Poor
70,Poor,Moderate,Poor,5.774046061174052,66.32000474754497,57.47658134516493,-4.49296790226188,Poor
213,Good,Moderate,Poor,4.6985888578829975,59.9099206030354,53.377636000609684,39.065895011215,Poor
31,Moderate,Poor,Good,4.271947537333011,80.48354904084744,13.710601168519709,31.60590826672719,Poor
13,Moderate,Good,Poor,6.361137658053325,57.761930245458224,73.2492274835774,9.96694255049081,Poor
71,Good,Moderate,Moderate,7.032841835067106,1.1029812756508384,48.26387532839818,49.77108564386418,Moderate
184,Poor,Moderate,Moderate,5.13595667549918,76.77734784570227,90.27511680447394,-0.8773251475073849,Poor
152,Poor,Moderate,Poor,6.0182040708986495,41.711226207294736,24.082725342764665,46.16161158582053,Poor
79,Good,Moderate,Moderate,6.6670264430271295,93.04215566750446,59.22065141620389,-6.398176099123387,Moderate
41,Moderate,Poor,Poor,7.140411679534104,89.16298688899106,54.44432378529614,39.22160424576437,Poor
18,Good,Poor,Moderate,8.78692890510948,72.91862786523826,58.18887419833933,13.628535156798904,Poor
40,Moderate,Moderate,Moderate,6.907540193137459,15.90674580918111,99.18628148504726,1.8915175543952643,Moderate
182,Good,Poor,Moderate,3.6647067505621527,5.940986320003338,22.49407036720562,43.831835454179725,Poor
207,Poor,Moderate,Good,6.325468229511554,25.195353744797234,99.81905895047747,10.796358430118648,Poor
11,Moderate,Poor,Good,7.22928003501304,23.370646422257856,91.65210589183485,46.57761691074642,Poor
166,Moderate,Moderate,Moderate,4.879749917657361,21.84603174713927,44.105842443872746,3.507098819225,Moderate
111,Poor,Good,Poor,8.317906990704081,60.97302789495881,86.38988548494908,35.50793424578651,Poor
93,Poor,Moderate,Moderate,7.1042259813842925,32.653628712760444,51.05200011373589,5.289784577730185,Poor
249,Poor,Poor,Moderate,3.146145096720936,34.13978684809299,25.85513792414136,-5.516303379553706,Poor
129,Moderate,Poor,Moderate,5.055004980282246,18.22221246833108,66.54944940409197,46.771254179064286,Poor
223,Poor,Moderate,Good,4.288908548501339,92.48375572812972,95.86246210165069,-1.2862405847909635,Poor
118,Poor,Poor,Poor,7.050401408533437,90.71702761103984,9.421161448764625,46.1638334306872,Poor
